gene	repli-seq
DCTPP1	80.4365
DCUN1D1	70.1843
DCUN1D2	61.4018
DCUN1D3	65.0469
DCUN1D4	33.4254
DCUN1D5	52.3214
DCXR	80.4825
DDA1	80.9412
DDAH1	49.7231
DDAH2	80.0895
DDB1	74.0338
DDB2	81.132
DDHD1	64.1266
DDHD2	78.9215
DDI2	76.2234
DDIT3	80.8259
DDIT4	76.6101
DDN	79.6639
DDO	62.0228
DDOST	70.2479
DDR1	78.9078
DDR2	64.588
DDRGK1	74.9749
DDX1	54.1906
DDX10	71.0377
DDX11	59.8291
DDX17	78.9486
DDX18	47.2381
DDX19A	80.198
DDX19B	77.5696
DDX20	78.9122
DDX21	80.8937
DDX23	76.2737
DDX24	66.5918
DDX25	62.267
DDX27	79.0624
DDX31	66.8907
DDX39A	80.3146
DDX39B	76.28
DDX3X	61.1559
DDX41	79.2307
DDX42	75.4162
DDX46	81.0196
DDX47	78.6475
DDX49	79.579
DDX5	77.651
DDX50	80.1564
DDX51	65.9021
DDX52	78.3402
DDX54	77.4345
DDX55	76.1036
DDX56	78.4766
DDX58	55.4958
DDX59	82.0985
DDX6	79.2046
DDX60	40.2198
DDX60L	43.5123
DEAF1	78.0873
DECR1	63.8788
DECR2	79.5994
DEDD	78.4083
DEDD2	79.5347
DEF6	77.3027
DEF8	78.9462
DEGS1	80.0781
DEGS2	75.6793
DEK	49.5164
DENND1A	78.2934
DENND1B	39.2471
DENND1C	77.5644
DENND2C	56.8555
DENND2D	77.6892
DENND3	79.39
DENND4A	78.8726
DENND4B	77.8154
DENND4C	74.4919
DENND5A	76.5798
DENND5B	77.4229
DENND6A	70.8502
DENND6B	76.6906
DENR	78.0991
DEPDC1	26.2563
DEPDC1B	71.2809
DEPDC5	74.7964
DEPDC7	74.6846
DEPTOR	38.4739
DERA	47.0013
DERL1	68.263
DERL2	73.9454
DERL3	77.7482
DESI1	79.5888
DET1	59.0437
DEXI	79.4946
DFFA	73.0718
DFFB	66.4462
DFNA5	72.0768
DGAT1	78.6485
DGAT2	75.7757
DGCR14	68.9041
DGCR2	68.9249
DGCR6	54.8893
DGCR6L	66.4053
DGCR8	74.742
DGKA	78.0189
DGKB	11.9621
DGKD	78.557
DGKE	76.0792
DGKG	66.7309
DGKI	60.8426
DGKQ	72.2876
DGKZ	79.7273
DGUOK	79.7748
DHCR24	63.5639
DHCR7	61.9953
DHDDS	79.1685
DHDH	77.0384
DHFR	59.696
DHFRL1	29.9094
DHODH	80.1341
DHPS	79.319
DHRS1	77.9374
DHRS11	70.4263
DHRS12	69.6245
DHRS13	79.5085
DHRS2	69.034
DHRS3	69.4017
DHRS4	75.9203
DHRS4L2	76.4053
DHRS7	69.3761
DHRS7B	73.4931
DHRSX	67.6973
DHTKD1	79.1312
DHX15	54.2934
DHX16	77.5262
DHX29	64.1409
DHX30	79.5096
DHX32	37.4058
DHX33	74.4102
DHX34	78.6201
DHX35	73.7955
DHX36	29.2414
DHX37	78.1972
DHX38	75.257
DHX40	74.7963
DHX57	74.0984
DHX58	80.0108
DHX8	73.9405
DHX9	72.0405
DIAPH1	63.2922
DIAPH2	26.0401
DIAPH3	49.8333
DICER1	69.2981
DIDO1	75.1069
DIEXF	60.8881
DIMT1	70.6598
DIO1	72.9508
DIO2	32.4288
DIP2A	66.2265
DIP2B	76.6979
DIP2C	66.4846
DIRC2	78.3259
DIS3	31.9591
DIS3L	74.8368
DIS3L2	75.5884
DISP2	79.2607
DIXDC1	74.2613
DKC1	42.307
DKK1	24.542
DLAT	73.8853
DLC1	16.6975
DLD	58.7652
DLEU1	56.7823
DLG1	74.5805
DLG2	60.5351
DLG3	35.8689
DLG4	76.7119
DLG5	67.9434
DLGAP1	32.4096
DLGAP4	70.5159
DLGAP5	79.4437
DLK2	79.4832
DLL3	78.6863
DLL4	80.6777
DLST	76.9361
DLX1	74.5068
DLX2	74.1334
DLX3	75.2598
DLX4	75.0026
DLX5	30.4969
DLX6	29.661
DMAP1	69.3794
DMBX1	76.1122
DMC1	77.7593
DMD	8.51876
DMKN	77.3002
DMRT1	47.0033
DMRT2	42.7894
DMRT3	44.8636
DMRTA1	29.2434
DMRTA2	54.4764
DMRTC2	77.9881
DMTF1	65.3711
DMTN	68.7855
DMWD	77.9894
DMXL1	77.4675
DMXL2	72.953
DNA2	71.467
DNAAF2	76.6846
DNAAF3	70.9755
DNAH14	55.7907
DNAH7	73.5134
DNAH9	23.0954
DNAJA1	75.4337
DNAJA2	76.0769
DNAJA3	78.0653
DNAJB1	80.581
DNAJB11	69.2174
DNAJB12	76.7975
DNAJB14	53.0794
DNAJB2	74.6266
DNAJB4	73.7097
DNAJB5	67.7226
DNAJB6	74.7451
DNAJB9	48.212
DNAJC1	53.2873
DNAJC10	37.7999
DNAJC11	74.357
DNAJC12	60.8143
DNAJC13	59.3747
DNAJC14	78.9544
DNAJC15	70.5522
DNAJC16	75.5615
DNAJC17	79.8447
DNAJC18	77.352
DNAJC19	31.7119
DNAJC2	64.46
DNAJC21	47.2746
DNAJC22	78.0384
DNAJC24	35.5485
DNAJC25	70.9144
DNAJC25-GNG10	70.9144
DNAJC27	77.2336
DNAJC28	77.2863
DNAJC3	63.3868
DNAJC30	75.7264
DNAJC4	79.421
DNAJC5	77.1461
DNAJC6	55.0656
DNAJC7	80.9317
DNAJC8	78.9235
DNAL1	79.2038
DNAL4	78.4686
DNASE1L1	49.4042
DNASE1L3	76.6513
DNASE2	77.4536
DNER	61.4319
DNLZ	76.3143
DNM1	79.1552
DNM1L	50.4211
DNM2	79.2667
DNM3	61.9164
DNMBP	78.0432
DNMT1	80.0254
DNMT3A	75.8167
DNMT3B	75.6237
DNPEP	71.3373
DNPH1	78.9704
DNTTIP1	76.1434
DNTTIP2	65.3515
DOC2A	81.2459
DOC2B	62.0208
DOCK10	61.3492
DOCK11	39.055
DOCK2	70.7032
DOCK4	45.9745
DOCK5	44.1823
DOCK6	76.7036
DOCK7	63.3362
DOCK8	73.102
DOCK9	76.2128
DOHH	79.2825
DOK1	78.2537
DOK2	62.1783
DOK3	79.2102
DOK4	77.4206
DOK5	54.7305
DOLK	78.5393
DOLPP1	79.7123
DONSON	75.6339
DOPEY1	36.382
DOPEY2	74.7374
DOT1L	80.0291
DPAGT1	80.2692
DPCD	74.5351
DPF1	74.9458
DPF2	79.884
DPF3	78.3149
DPH1	78.4336
DPH2	77.291
DPH3	73.7425
DPH5	78.77
DPH6	46.2289
DPH7	75.3631
DPM1	66.8069
DPM3	79.5716
DPP10	32.1935
DPP3	77.5867
DPP4	46.1345
DPP6	11.2995
DPP7	80.4416
DPP8	78.3401
DPP9	77.3573
DPRX	39.5177
DPY19L1	41.5213
DPY19L2	38.3479
DPY19L3	51.624
DPY19L4	72.0148
DPY30	77.2283
DPYD	33.6653
DPYSL2	60.7464
DR1	69.1837
DRAM1	77.7149
DRAM2	75.796
DRAP1	78.0812
DRAXIN	77.0732
DRG1	77.7027
DRG2	79.5326
DRGX	58.543
DROSHA	44.3491
DSCAML1	71.693
DSCC1	38.9598
DSCR3	70.5978
DSCR4	45.9865
DSCR8	46.0315
DSE	69.567
DSG2	59.5834
DSN1	79.1668
DST	73.2633
DSTN	62.9707
DSTYK	67.0969
DTD1	64.9276
DTD2	69.9742
DTHD1	74.5132
DTL	77.2575
DTNA	23.4241
DTNB	77.977
DTNBP1	66.0514
DTWD1	43.0754
DTWD2	76.6621
DTX1	78.7147
DTX3	79.608
DTX3L	78.4911
DTX4	73.9091
DTYMK	75.016
DUS1L	80.4762
DUS2	78.3342
DUS3L	73.4225
DUS4L	64.6794
DUSP1	73.0354
DUSP10	71.8806
DUSP11	81.0202
DUSP12	78.7834
DUSP14	76.3843
DUSP15	75.338
DUSP16	78.9342
DUSP18	73.8242
DUSP19	47.7514
DUSP2	77.8188
DUSP22	60.4388
DUSP23	64.4563
DUSP28	61.3556
DUSP3	72.4085
DUSP4	77.3892
DUSP5	78.564
DUSP7	81.0982
DUT	62.4486
DUXA	55.619
DVL1	79.4567
DVL2	77.2698
DVL3	67.5202
DXO	78.1836
DYM	69.2728
DYNC1H1	77.6002
DYNC1I1	29.3594
DYNC1I2	76.1429
DYNC1LI1	65.6741
DYNC1LI2	74.6807
DYNC2H1	51.2695
DYNC2LI1	64.2715
DYNLL1	77.8963
DYNLL2	77.6217
DYNLRB1	77.623
DYNLT1	77.9218
DYNLT3	45.5174
DYRK1A	70.0239
DYRK1B	76.9878
DYRK2	55.8323
DYRK3	79.3398
DYRK4	66.9278
DYX1C1	55.9861
DZANK1	66.9853
DZIP1	64.3379
DZIP3	60.8449
E2F1	79.4821
E2F2	79.7896
E2F3	59.06
E2F4	80.6619
E2F5	54.0131
E2F6	68.8045
E2F7	45.205
E2F8	65.0172
E4F1	78.6472
EAF1	77.8847
EAF2	77.4599
EAPP	73.3021
EARS2	75.5976
EBAG9	53.081
EBF1	67.3902
EBI3	80.2255
EBNA1BP2	69.5747
EBP	42.7296
EBPL	67.3234
ECD	74.1527
ECE1	71.451
ECE2	71.5927
ECH1	79.1518
ECHDC1	42.7863
ECHDC2	72.6688
ECHDC3	79.4271
ECHS1	65.6351
ECI1	79.2438
ECI2	53.7359
ECSIT	77.9777
ECT2	69.7706
EDA2R	23.0922
EDARADD	71.4586
EDC3	80.525
EDC4	80.8529
EDEM1	73.8556
EDEM2	73.6142
EDEM3	62.8128
EDF1	80.5001
EDN1	69.5332
EDRF1	54.4952
EEA1	80.0298
EED	78.041
EEF1A1	78.3128
EEF1A2	76.4618
EEF1B2	65.021
EEF1D	77.6366
EEF1E1	60.6759
EEF1G	77.8689
EEF2	79.7567
EEF2K	76.2677
EEFSEC	70.3223
EEPD1	59.1884
EFCAB10	75.8815
EFCAB11	60.7459
EFCAB12	74.6668
EFCAB13	79.2141
EFCAB14	67.0671
EFCAB2	68.8517
EFCAB5	74.3835
EFCAB6	57.6535
EFCAB7	45.413
EFEMP1	43.8946
EFEMP2	77.2786
EFHC1	77.576
EFHC2	29.3975
EFHD1	64.9316
EFHD2	74.0229
EFNA1	79.7958
EFNA3	80.3393
EFNA4	80.3894
EFNA5	56.091
EFNB1	27.7194
EFR3A	43.5501
EFR3B	77.0791
EFTUD2	79.5981
EGFL7	80.9207
EGLN2	74.9219
EGLN3	61.1271
EGR1	78.9509
EGR2	74.7562
EGR3	79.4427
EGR4	67.2386
EHBP1	69.9736
EHBP1L1	77.6152
EHD1	79.9622
EHD2	70.1063
EHD3	49.6825
EHD4	76.3714
EHF	66.0497
EHHADH	73.1168
EHMT1	74.2202
EHMT2	79.1223
EI24	69.6962
EID1	62.1066
EID2	77.9119
EID2B	78.1088
EID3	74.9321
EIF1	74.7507
EIF1AD	80.2513
EIF1AX	54.591
EIF1B	57.0452
EIF2A	66.4019
EIF2AK1	75.5289
EIF2AK2	75.0565
EIF2AK3	61.6671
EIF2AK4	78.8581
EIF2B1	75.8637
EIF2B2	80.4756
EIF2B3	77.8769
EIF2B4	74.9186
EIF2B5	66.864
EIF2D	79.1188
EIF2S1	69.5567
EIF2S2	76.9875
EIF2S3	62.6532
EIF3A	78.7288
EIF3B	77.4536
EIF3C	77.0372
EIF3D	76.1654
EIF3E	36.6039
EIF3F	51.9081
EIF3G	78.4975
EIF3H	63.6432
EIF3I	76.3515
EIF3J	77.8026
EIF3K	77.8457
EIF3L	78.9709
EIF3M	57.4454
EIF4A1	79.5947
EIF4A2	69.148
EIF4A3	74.8862
EIF4B	77.0846
EIF4E	51.8966
EIF4EBP1	76.2436
EIF4EBP2	76.2047
EIF4EBP3	75.3897
EIF4ENIF1	76.6142
EIF4G1	72.3321
EIF4G2	65.596
EIF4G3	73.301
EIF4H	78.4398
EIF5	76.6138
EIF5A	80.3745
EIF5A2	61.6475
EIF5AL1	75.6212
EIF5B	53.4765
EIF6	77.0987
ELAC1	65.2984
ELAC2	36.6284
ELAVL1	79.568
ELAVL2	10.8174
ELAVL3	77.7685
ELAVL4	30.7675
ELF1	78.0066
ELF2	63.4221
ELF3	69.4759
ELF4	50.5143
ELF5	68.2703
ELK1	46.2961
ELK3	71.5076
ELK4	76.8717
ELL	79.0186
ELL2	78.6361
ELMO1	66.6188
ELMO2	63.1392
ELMOD2	46.8755
ELMOD3	76.6844
ELMSAN1	80.3756
ELN	78.484
ELOF1	77.9385
ELOVL1	71.6081
ELOVL4	37.8322
ELOVL5	70.5919
ELOVL6	64.3945
ELOVL7	65.1731
ELP2	64.2371
ELP3	73.3917
ELP4	35.6951
ELP5	77.9901
ELP6	80.5859
EMB	45.0996
EMC1	69.505
EMC10	74.3444
EMC2	34.3272
EMC3	79.8973
EMC4	74.2461
EMC6	81.1964
EMC7	73.2474
EMC8	78.2347
EMC9	79.0183
EMD	49.0798
EME1	76.9122
EMG1	77.672
EMID1	77.504
EMILIN2	76.8932
EML1	64.5994
EML2	78.9825
EML3	78.1917
EML4	78.4477
EMP2	75.2058
EMP3	76.7988
EMX1	56.4916
EMX2	40.8714
EN1	37.2686
EN2	56.8745
ENAH	63.9251
ENC1	63.4584
ENDOD1	62.7897
ENDOG	79.0712
ENDOV	73.6377
ENG	77.6329
ENGASE	61.4615
ENKD1	78.0643
ENO1	79.8596
ENO2	78.1873
ENO3	78.9487
ENO4	27.2669
ENOPH1	63.3925
ENOSF1	61.9548
ENOX2	37.8074
ENPP2	41.309
ENPP4	40.764
ENSA	79.7194
ENTHD2	71.4769
ENTPD1	77.2172
ENTPD2	80.8562
ENTPD4	64.4707
ENTPD5	80.1351
ENTPD6	71.0748
ENTPD7	72.3599
ENY2	43.6153
EOGT	59.4392
EOMES	38.8623
EP300	78.6705
EP400	71.3235
EP400NL	69.8311
EPAS1	69.8615
EPB41	76.1521
EPB41L1	72.9798
EPB41L2	59.1784
EPB41L3	37.8956
EPB41L4A	58.639
EPB41L5	68.2866
EPC1	63.6952
EPC2	62.3087
EPCAM	73.0591
EPDR1	68.9046
EPG5	68.8684
EPHA1	55.1539
EPHA2	76.1293
EPHA3	12.9751
EPHA4	33.5185
EPHA5	9.3144
EPHB1	57.5659
EPHB2	63.9569
EPHB4	73.7493
EPHB6	61.8157
EPHX1	73.4499
EPHX2	66.6328
EPM2A	46.9611
EPM2AIP1	68.4137
EPN1	68.0865
EPOR	76.4032
EPRS	47.1019
EPS15	78.2898
EPS15L1	80.4148
EPS8	50.253
EPS8L1	67.4221
EPS8L2	78.2438
EPS8L3	75.9704
EPSTI1	70.6781
EPT1	71.0693
ERAL1	79.7569
ERAP1	78.227
ERAP2	77.6864
ERBB2	81.3708
ERBB3	80.2479
ERC1	79.2738
ERCC1	77.8876
ERCC2	78.4175
ERCC3	74.7139
ERCC4	71.8156
ERCC5	56.3722
ERCC6	57.321
ERCC6L	43.9929
ERCC8	57.778
ERF	79.4932
ERG	43.1622
ERGIC1	74.1883
ERGIC2	40.4517
ERGIC3	78.0326
ERH	72.1409
ERI1	66.4204
ERI2	63.8526
ERI3	70.7557
ERICH1	32.0215
ERLEC1	54.1554
ERLIN1	76.5443
ERLIN2	71.1716
ERMAP	70.2511
ERMARD	45.0521
ERMN	72.0121
ERMP1	79.149
ERN1	79.1205
ERP29	78.7985
ERP44	64.071
ERRFI1	68.2114
ERV3-1	46.496
ESAM	59.6529
ESCO1	69.7925
ESCO2	66.0762
ESD	62.8304
ESF1	65.4104
ESM1	47.73
ESPL1	79.7909
ESPN	77.7707
ESR1	46.3112
ESR2	78.4042
ESRRA	78.7097
ESRRB	65.0627
ESRRG	19.2091
ESX1	31.963
ESYT1	80.7937
ESYT2	59.5147
ETAA1	30.2649
ETF1	78.0986
ETFA	73.8676
ETFB	71.0416
ETFDH	64.8337
ETHE1	74.7306
ETNK1	45.0114
ETS1	77.6577
ETS2	46.805
ETV1	10.1294
ETV2	78.0232
ETV3	73.7797
ETV3L	73.8933
ETV4	74.5939
ETV5	61.9575
ETV6	78.7475
ETV7	78.7382
EVA1A	66.2659
EVA1B	77.5928
EVC	37.2837
EVC2	37.1866
EVI2A	73.0126
EVI2B	73.0032
EVI5L	81.1329
EVL	75.7634
EVX1	42.6328
EVX2	37.9628
EWSR1	78.3876
EXD2	75.9155
EXD3	78.2553
EXO1	46.5599
EXO5	75.0026
EXOC1	47.4039
EXOC2	73.1561
EXOC3	68.2502
EXOC4	55.5139
EXOC5	36.7636
EXOC6	71.8985
EXOC6B	55.3896
EXOC7	80.1931
EXOC8	61.3436
EXOG	60.4166
EXOSC1	77.6062
EXOSC10	76.0841
EXOSC2	67.1017
EXOSC3	73.3289
EXOSC4	81.738
EXOSC5	76.151
EXOSC6	75.1618
EXOSC7	65.5086
EXOSC8	36.7582
EXOSC9	64.9324
EXPH5	72.4012
EXT1	54.9752
EXT2	56.9505
EXTL2	73.5048
EXTL3	74.1568
EYA2	63.8641
EYA3	79.8135
EYS	10.6212
EZH1	80.3699
EZH2	73.9376
EZR	76.413
F11R	81.5704
F13A1	71.9386
F2R	74.1169
F5	72.673
FA2H	71.7995
FAAH2	27.4833
FABP3	66.8384
FABP5	68.8342
FABP6	72.6122
FADD	61.8228
FADS1	73.362
FADS2	73.3768
FADS3	73.0931
FAF1	73.109
FAF2	74.2493
FAH	79.7719
FAHD1	77.6742
FAHD2A	56.392
FAIM	62.3405
FAIM2	77.7942
FAM101A	63.9119
FAM102A	79.1786
FAM102B	66.3478
FAM103A1	66.941
FAM104A	74.8623
FAM104B	28.1132
FAM105A	67.2284
FAM107A	60.9958
FAM107B	69.4893
FAM109A	74.4171
FAM109B	79.7434
FAM110A	58.849
FAM110B	62.0267
FAM111A	73.5388
FAM111B	72.5333
FAM114A1	79.1081
FAM114A2	63.2569
FAM117A	78.5082
FAM117B	76.4802
FAM118A	76.3796
FAM118B	67.0347
FAM120A	63.0585
FAM120AOS	63.0131
FAM120B	46.9984
FAM120C	39.1875
FAM122A	73.8029
FAM122B	44.3168
FAM122C	44.3326
FAM126A	78.2318
FAM126B	75.9966
FAM127B	38.0769
FAM129A	66.3672
FAM129B	77.521
FAM131A	71.9032
FAM131C	76.7636
FAM133B	70.0437
FAM134A	76.6714
FAM134B	29.5423
FAM134C	78.9497
FAM135A	58.595
FAM136A	79.9725
FAM13A	49.9409
FAM13B	75.7906
FAM13C	34.7038
FAM149B1	74.1527
FAM151B	62.8611
FAM156A	46.6333
FAM160A1	59.3933
FAM160A2	65.1847
FAM160B1	58.0306
FAM160B2	69.6431
FAM161A	78.0884
FAM161B	81.0108
FAM162A	77.8918
FAM167A	76.2515
FAM168A	77.5695
FAM168B	61.5927
FAM169A	57.0669
FAM171A1	51.8852
FAM171A2	79.1891
FAM171B	54.0189
FAM172A	44.8092
FAM173A	79.9222
FAM173B	69.8272
FAM174A	56.938
FAM174B	77.3344
FAM175A	73.7186
FAM175B	70.8523
FAM177A1	76.7576
FAM179B	56.2647
FAM184A	57.0778
FAM185A	77.3996
FAM188A	36.1227
FAM188B	63.5129
FAM189B	77.5208
FAM192A	82.3122
FAM193B	79.0522
FAM196B	63.3331
FAM199X	30.9119
FAM200A	75.5955
FAM204A	41.1434
FAM206A	55.8925
FAM207A	77.6472
FAM208A	73.1179
FAM208B	76.9832
FAM20B	59.0603
FAM210A	74.479
FAM210B	58.222
FAM212A	78.8201
FAM212B	78.9122
FAM213A	68.5037
FAM213B	73.3092
FAM214A	77.3001
FAM214B	66.1386
FAM216A	79.9119
FAM217B	39.2944
FAM218A	56.7054
FAM219A	70.849
FAM219B	77.8273
FAM21A	63.7733
FAM21C	67.0589
FAM220A	78.1366
FAM221A	75.2215
FAM222B	79.941
FAM227A	77.3304
FAM227B	43.0754
FAM228B	77.3951
FAM229B	62.895
FAM32A	77.8542
FAM35A	68.7503
FAM3A	47.5896
FAM3C	61.0541
FAM43A	70.4328
FAM45A	78.2984
FAM46A	32.4188
FAM46C	59.2408
FAM49A	33.116
FAM49B	75.2676
FAM50A	49.2865
FAM53B	71.29
FAM53C	76.1263
FAM57A	66.7838
FAM58A	44.0447
FAM60A	71.0234
FAM63A	81.4601
FAM63B	76.4908
FAM64A	59.0272
FAM65A	80.0537
FAM65B	77.549
FAM69A	76.1752
FAM71E1	74.3444
FAM73A	77.1596
FAM76A	78.2556
FAM76B	62.3449
FAM78A	78.2715
FAM78B	46.4652
FAM81A	75.8829
FAM83D	74.7036
FAM83G	79.8746
FAM83H	76.3155
FAM86C1	64.7207
FAM89A	50.5884
FAM89B	77.551
FAM8A1	48.8807
FAM91A1	55.1929
FAM92A1	61.0763
FAM96A	79.7367
FAM96B	78.8887
FAM98A	63.5174
FAM98B	62.2275
FAM98C	78.8343
FAN1	72.3401
FANCA	79.7941
FANCB	31.0092
FANCC	60.303
FANCD2	79.68
FANCE	79.5696
FANCF	36.1974
FANCG	66.7321
FANCI	70.4648
FANCL	56.188
FANCM	54.8768
FANK1	36.274
FAR1	41.6636
FAR2	40.0244
FARP1	48.1061
FARP2	72.9564
FARS2	62.5326
FARSA	76.7406
FARSB	63.855
FAS	74.0521
FASLG	65.903
FASN	80.5892
FASTK	73.5996
FASTKD1	73.2751
FASTKD2	52.4994
FASTKD3	32.9145
FASTKD5	75.1338
FAT1	12.6853
FATE1	20.5182
FAU	78.897
FAXDC2	69.3474
FBF1	79.2803
FBL	77.2493
FBLIM1	79.9886
FBN1	62.0174
FBRS	79.9805
FBRSL1	74.8812
FBXL12	69.4585
FBXL13	69.9148
FBXL14	74.4345
FBXL15	80.0007
FBXL17	54.8133
FBXL18	78.3847
FBXL19	78.9153
FBXL2	66.8206
FBXL20	79.2503
FBXL3	71.5758
FBXL4	38.7845
FBXL5	53.5542
FBXL6	84.3919
FBXL7	17.8972
FBXL8	80.5312
FBXO10	80.6631
FBXO11	70.9436
FBXO16	75.9733
FBXO17	76.5378
FBXO18	79.0056
FBXO21	67.6462
FBXO22	76.5892
FBXO25	36.9177
FBXO27	76.3825
FBXO28	75.7851
FBXO3	74.8682
FBXO30	47.351
FBXO31	64.6931
FBXO32	65.3917
FBXO33	65.1884
FBXO34	79.3281
FBXO36	72.0195
FBXO38	35.0201
FBXO4	57.9696
FBXO41	66.39
FBXO42	77.2979
FBXO44	75.3119
FBXO45	79.0162
FBXO46	78.3014
FBXO48	79.7332
FBXO5	36.1583
FBXO6	75.8544
FBXO7	52.4318
FBXO8	35.3112
FBXO9	65.204
FBXW11	75.7314
FBXW2	78.4907
FBXW4	77.5161
FBXW5	80.6835
FBXW7	79.037
FBXW8	70.6254
FBXW9	79.4223
FCAR	66.9095
FCER1G	77.6543
FCER2	79.1036
FCF1	74.9287
FCGR2A	77.3813
FCGRT	80.9764
FCHO1	78.7066
FCHO2	54.7551
FCHSD1	64.1161
FCHSD2	78.0881
FCN1	55.7158
FCRL2	62.2684
FCRL3	64.3887
FCRL4	67.2236
FCRL5	68.9916
FCRLA	78.8372
FDFT1	76.7341
FDPS	77.1529
FDX1	77.6489
FDX1L	75.5493
FDXACB1	73.6165
FDXR	76.5486
FECH	62.5608
FEM1A	78.3312
FEM1B	71.2613
FEM1C	70.0447
FEN1	73.7026
FER	66.9025
FERMT1	66.064
FERMT2	66.0589
FERMT3	79.4167
FEV	73.6856
FEZ1	68.8376
FEZ2	54.0993
FFAR2	75.8148
FGB	34.0468
FGD2	78.9884
FGD3	77.0765
FGD6	69.2602
FGF1	72.286
FGF11	80.7154
FGF12	44.2697
FGF13	18.6858
FGF5	50.8532
FGF9	51.855
FGFBP3	66.7251
FGFR1	73.7378
FGFR1OP	76.2376
FGFR1OP2	78.8826
FGFR2	37.1966
FGFR3	78.0405
FGFR4	78.8014
FGFRL1	72.6288
FGGY	59.9039
FGL2	78.0229
FGR	78.2536
FH	47.4255
FHAD1	71.7788
FHIT	52.0806
FHL2	48.2356
FHL3	78.4871
FHOD1	79.7443
FHOD3	59.9662
FIBCD1	74.0297
FIBP	77.4402
FICD	79.1147
FIG4	47.9853
FIGLA	61.7169
FIGNL1	75.7099
FILIP1	62.102
FILIP1L	66.1705
FIP1L1	67.576
FIS1	66.3297
FITM2	68.0948
FIZ1	71.6071
FJX1	63.5984
FKBP10	78.6614
FKBP11	77.4958
FKBP14	70.5406
FKBP15	70.0013
FKBP1A	65.2057
FKBP2	79.3956
FKBP3	54.8735
FKBP4	56.9045
FKBP5	76.8027
FKBP7	69.7574
FKBP8	79.5972
FKBPL	76.7743
FKRP	78.367
FKTN	60.8827
FLCN	80.8668
FLI1	76.6144
FLII	79.3917
FLJ45079	74.8125
FLNA	48.9911
FLNB	75.1103
FLOT1	76.8818
FLOT2	79.4957
FLRT3	40.8633
FLT1	65.3174
FLT3LG	80.0585
FLT4	66.3765
FLVCR1	78.8258
FLVCR2	79.4778
FLYWCH1	77.0927
FLYWCH2	75.9136
FMN1	51.8423
FMNL1	79.6077
FMNL2	69.1765
FMNL3	76.6295
FMO4	50.2926
FMO5	48.2148
FMR1	19.1206
FN1	60.3294
FN3KRP	77.3557
FNBP1	68.2153
FNBP4	78.5863
FNDC3A	66.383
FNDC3B	75.6454
FNIP1	68.077
FNIP2	69.1055
FNTA	68.3201
FNTB	79.9255
FOLH1	14.1913
FOPNL	76.03
FOS	79.8392
FOSB	77.4023
FOSL1	77.6421
FOSL2	67.8719
FOXA1	11.272
FOXA2	28.5601
FOXA3	77.8735
FOXB1	60.0103
FOXC1	69.1957
FOXC2	52.4384
FOXD1	56.7181
FOXD2	64.4728
FOXD3	51.6873
FOXF1	55.4741
FOXF2	60.7321
FOXG1	23.0189
FOXI1	68.2377
FOXJ1	79.7712
FOXJ2	70.3213
FOXJ3	63.409
FOXK1	53.0045
FOXK2	81.0968
FOXL1	51.7873
FOXL2	64.2871
FOXM1	57.6991
FOXN1	80.2907
FOXN2	69.1452
FOXN3	72.521
FOXO1	73.4244
FOXO3	67.7092
FOXO4	44.9634
FOXO6	70.6108
FOXP1	51.4216
FOXP2	26.3449
FOXP3	36.7465
FOXP4	72.5022
FOXQ1	56.1994
FOXRED1	65.6035
FOXRED2	76.5506
FPGS	77.922
FPGT	24.1081
FPGT-TNNI3K	24.1081
FRA10AC1	57.934
FRAS1	52.6914
FRAT1	77.0386
FRAT2	77.3499
FREM2	22.7817
FRG1	20.4087
FRK	63.4926
FRMD4A	64.7086
FRMD4B	63.2481
FRMD6	61.4861
FRMD8	80.1276
FRMPD2	73.7708
FRS2	61.8638
FRS3	73.719
FRY	58.6408
FRYL	74.2957
FSBP	72.2855
FSCN1	78.8536
FSD1	80.4038
FSD1L	60.3755
FSD2	67.4568
FSIP1	72.456
FSTL3	79.3019
FTH1	74.9084
FTL	76.8758
FTO	57.7926
FTSJ1	40.4433
FTSJ3	76.1644
FUBP1	73.7097
FUBP3	64.9828
FUCA1	79.1556
FUCA2	63.6433
FUK	78.2249
FUNDC1	36.6558
FUNDC2	37.4631
FUOM	65.5498
FURIN	76.6768
FUS	75.9629
FUT10	62.7373
FUT11	78.6926
FUT4	46.6722
FUT5	72.1719
FUT7	80.911
FUT8	79.8568
FUT9	22.4268
FUZ	80.5547
FXN	72.7316
FXR1	33.1689
FXR2	79.5634
FXYD2	72.9147
FXYD5	78.7333
FXYD6	74.493
FXYD6-FXYD2	74.493
FXYD7	78.4736
FYB	46.1746
FYCO1	73.7
FYN	67.046
FYTTD1	77.3036
FZD1	42.5437
FZD2	73.3902
FZD3	76.2084
FZD4	53.3939
FZD5	72.3635
FZD6	68.457
FZR1	79.3686
G0S2	60.5518
G2E3	56.6535
G3BP1	75.5331
G3BP2	62.5696
G6PC3	78.6761
G6PD	46.5152
GAA	72.5054
GAB1	47.4785
GAB2	70.995
GAB3	42.4213
GABARAP	77.5992
GABARAPL1	65.4351
GABARAPL2	74.2707
GABBR1	63.3172
GABPA	72.8616
GABPB1	77.9375
GABPB2	80.9763
GABRA3	19.5106
GABRA5	13.1845
GABRB1	38.6149
